Gender,Age,Region,Parental_Education,Family_Income,Distance_from_School,Internet_Access,Absences,Failures,Study_Time_Category,G1,G2,G3,Family_Support,School_Support,Activities,Dropout_Risk
Female,16,Urban,Secondary,49509,4.7,No,6,0,3,1,19,20,Yes,Yes,Yes,Low
Male,16,Rural,Higher,17743,4.6,No,7,0,2,4,10,5,Yes,Yes,No,Medium
Female,19,Rural,None,21999,2.6,Yes,7,0,2,20,17,15,Yes,Yes,No,Low
Female,17,Urban,Secondary,45879,0.5,Yes,6,0,1,4,10,18,Yes,Yes,No,
Female,16,Urban,Primary,5780,8.7,No,3,1,1,11,0,13,Yes,No,Yes,Medium
Male,15,Urban,Secondary,12158,6.3,Yes,7,3,1,9,17,2,Yes,Yes,Yes,High
Female,19,Urban,Secondary,34019,1.0,No,3,0,3,3,19,9,Yes,No,Yes,Low
Female,18,Urban,Primary,37805,7.2,No,5,0,2,11,4,20,No,No,Yes,Low
Male,19,Rural,Secondary,28924,8.8,Yes,5,2,2,14,1,3,Yes,Yes,No,High
Male,18,Rural,Primary,29413,7.3,Yes,1,0,2,9,17,20,Yes,Yes,Yes,Low
Female,17,Urban,Primary,49025,2.3,Yes,1,1,2,17,6,1,No,No,Yes,Medium
Female,18,Urban,Primary,39544,2.8,No,4,0,2,4,10,12,Yes,No,Yes,Low
Male,17,Urban,Higher,37517,3.4,Yes,4,0,3,12,10,10,Yes,Yes,Yes,Low
Female,15,Rural,None,41634,7.6,No,4,0,2,3,12,11,Yes,No,No,Low
Male,18,Urban,Higher,25491,6.4,Yes,3,0,3,8,3,0,Yes,No,No,Low
Male,19,Urban,Secondary,62597,13.4,Yes,9,0,3,17,0,20,Yes,Yes,Yes,
Male,17,Urban,Primary,5000,0.5,Yes,2,0,4,2,17,8,Yes,No,No,Low
Male,19,Urban,Secondary,51868,4.8,Yes,11,1,1,10,11,11,No,Yes,Yes,Low
Male,16,Urban,Secondary,43531,0.5,No,4,0,1,3,9,6,Yes,Yes,No,Low
Male,17,Rural,Secondary,33724,6.8,Yes,6,0,2,8,7,16,Yes,Yes,Yes,Low
Female,18,Urban,Primary,31200,8.2,Yes,3,0,4,11,2,9,Yes,Yes,Yes,Low
Male,17,Rural,Primary,27666,9.3,No,4,0,3,9,6,5,Yes,No,No,Medium
Male,19,Urban,Primary,46551,5.6,Yes,3,0,3,9,19,6,Yes,Yes,No,Low
Female,15,Rural,None,29402,0.5,Yes,2,0,1,8,10,18,Yes,Yes,Yes,Low
Male,17,Rural,Primary,19081,4.8,Yes,5,0,2,9,6,13,Yes,No,No,Low
Female,18,Urban,None,43529,6.3,Yes,2,0,2,8,6,10,Yes,Yes,No,Low
Male,16,Urban,Primary,53771,2.0,Yes,5,0,2,0,8,1,Yes,Yes,Yes,Low
Male,15,Urban,None,5000,4.2,No,7,3,2,15,2,0,Yes,Yes,Yes,High
Male,16,Rural,Primary,65356,1.2,Yes,7,3,2,13,10,9,Yes,Yes,Yes,High
Male,17,Urban,Primary,14449,3.2,Yes,5,1,3,12,16,11,Yes,No,No,Medium
Male,19,Rural,Higher,15595,7.7,Yes,3,3,4,5,7,8,Yes,Yes,No,High
Male,19,Urban,None,11326,7.0,Yes,7,0,3,13,19,10,Yes,Yes,No,Low
Male,18,Rural,Secondary,30012,0.8,Yes,6,3,3,7,1,0,Yes,Yes,No,High
Male,19,Rural,Primary,10804,2.9,Yes,5,0,4,17,20,19,Yes,Yes,No,Low
Male,15,Rural,Higher,12626,5.2,No,5,0,1,19,19,9,No,Yes,Yes,Medium
Male,19,Urban,None,19671,5.7,Yes,6,0,1,0,0,18,Yes,Yes,Yes,Low
Male,18,Urban,Higher,32076,3.0,Yes,4,3,3,11,15,20,No,Yes,Yes,Medium
Female,17,Rural,Secondary,33522,6.4,Yes,5,0,2,10,3,10,Yes,Yes,No,Low
Female,17,Urban,None,48617,4.9,No,3,0,2,12,8,2,Yes,Yes,No,Low
Male,19,Urban,Higher,48272,0.5,Yes,4,3,2,3,7,15,Yes,Yes,Yes,Medium
Female,16,Urban,Secondary,45369,3.3,Yes,5,0,2,5,0,9,No,Yes,Yes,Low
Female,17,Urban,Primary,26075,3.2,Yes,3,0,2,12,7,1,Yes,No,No,Low
Male,19,Urban,Secondary,5000,7.0,Yes,6,0,2,12,4,18,Yes,No,Yes,Low
Female,18,Urban,Higher,5000,7.1,Yes,4,2,2,5,0,3,Yes,Yes,No,High
Female,19,Urban,Secondary,45265,0.5,No,4,3,2,3,6,15,Yes,No,Yes,High
Male,17,Rural,Primary,42656,6.3,Yes,3,3,4,20,14,5,Yes,No,No,High
Male,18,Rural,Secondary,20749,4.8,Yes,1,0,4,2,6,10,Yes,Yes,No,Low
Female,19,Rural,Secondary,8388,5.4,Yes,8,0,3,14,0,16,Yes,No,Yes,Low
Female,15,Rural,Higher,14292,3.2,Yes,4,0,4,10,8,14,No,Yes,No,Low
Male,18,Urban,Secondary,32620,4.8,Yes,4,0,2,1,0,3,No,No,Yes,Low
Male,15,Urban,Primary,32648,8.5,No,7,0,3,16,11,7,No,Yes,Yes,Low
Male,16,Urban,Higher,45637,5.3,No,4,0,2,1,6,17,No,No,Yes,Low
Female,18,Urban,Primary,23244,4.9,No,4,1,3,20,8,13,Yes,Yes,No,Low
Female,15,Rural,Primary,26339,3.6,No,9,2,2,0,4,1,No,Yes,Yes,High
Male,17,Urban,Secondary,46879,8.2,Yes,9,0,3,4,11,15,Yes,No,Yes,Low
Male,17,Urban,Secondary,5000,1.2,Yes,9,0,1,19,1,14,No,No,No,Low
Female,16,Urban,None,34761,2.6,Yes,3,0,2,16,17,20,Yes,No,Yes,
Male,18,Urban,Secondary,24986,1.0,Yes,6,0,3,0,8,5,Yes,No,Yes,Low
Male,18,Rural,Primary,40691,5.6,No,8,0,3,6,0,8,Yes,No,Yes,Medium
Female,18,Urban,Secondary,37689,8.5,No,5,0,2,2,9,11,Yes,No,No,Low
Female,16,Rural,Higher,19555,4.0,No,7,3,3,15,13,9,No,Yes,No,High
Female,18,Urban,Primary,22389,1.8,Yes,9,0,1,15,20,6,No,Yes,Yes,Low
Female,17,Urban,None,5000,9.9,Yes,2,0,3,11,13,4,Yes,Yes,No,Low
Male,15,Rural,Primary,41249,6.4,Yes,7,1,1,8,6,7,Yes,No,Yes,Medium
Male,17,Urban,Higher,33596,5.8,Yes,7,1,3,13,11,11,Yes,Yes,No,Low
Female,17,Rural,None,50977,4.4,Yes,2,0,2,11,5,0,Yes,Yes,Yes,Medium
Male,15,Rural,Primary,24008,7.0,Yes,5,2,4,15,12,9,Yes,Yes,Yes,Medium
Male,17,Rural,Secondary,43715,5.8,No,10,0,2,16,7,10,Yes,No,No,Low
Male,16,Rural,Secondary,13951,3.6,No,5,2,2,11,20,19,Yes,Yes,Yes,Medium
Male,15,Urban,None,5000,4.1,Yes,7,0,2,3,1,4,No,Yes,Yes,Low
Male,17,Rural,Secondary,28582,1.9,Yes,3,0,2,16,9,12,Yes,Yes,No,Low
Male,19,Urban,Primary,21499,1.6,Yes,3,1,1,0,5,17,Yes,Yes,No,Low
Male,17,Rural,Higher,14237,4.1,Yes,5,0,3,20,15,9,No,Yes,Yes,Low
Male,16,Rural,Primary,43471,8.5,No,4,0,2,16,9,20,No,Yes,No,Low
Female,18,Rural,Primary,48123,1.9,Yes,5,1,2,10,14,16,No,Yes,No,Low
Female,17,Rural,Secondary,31581,7.5,Yes,6,0,1,18,20,18,Yes,No,Yes,Low
Female,18,Urban,Primary,27262,2.6,Yes,5,0,1,17,19,3,Yes,No,No,Low
Female,19,Rural,Secondary,30940,0.5,Yes,4,2,2,19,9,8,Yes,Yes,No,Medium
Female,17,Rural,Primary,20206,6.6,No,4,2,3,1,10,17,Yes,No,No,Medium
Male,15,Rural,Primary,38438,9.9,Yes,7,1,2,8,20,15,Yes,No,Yes,Low
Female,18,Rural,Secondary,6909,2.4,No,3,1,1,8,1,6,Yes,No,Yes,High
Female,19,Urban,Secondary,13903,0.5,Yes,4,2,1,11,9,11,Yes,Yes,Yes,Medium
Female,15,Urban,Secondary,18131,6.4,No,6,1,3,12,20,3,No,Yes,Yes,Medium
Male,15,Urban,Primary,38120,2.2,Yes,3,0,3,15,11,20,No,No,Yes,
Male,15,Rural,Primary,25462,6.6,Yes,4,0,4,12,10,11,Yes,Yes,Yes,Low
Male,15,Urban,None,50405,8.5,Yes,2,0,1,13,14,11,Yes,Yes,Yes,Low
Male,17,Urban,None,42049,6.0,Yes,7,0,4,6,3,3,No,Yes,Yes,Low
Female,17,Urban,Secondary,17983,7.4,No,7,0,3,1,4,11,Yes,No,Yes,Low
Female,17,Rural,Higher,39501,7.4,Yes,5,3,3,11,0,7,No,Yes,Yes,High
Male,19,Urban,Primary,23876,8.0,No,3,0,1,16,0,2,No,Yes,Yes,Low
Female,19,Urban,Primary,37097,5.1,Yes,4,2,3,4,9,15,Yes,No,No,Medium
Female,19,Urban,Primary,42776,7.3,No,7,0,2,19,3,1,Yes,No,Yes,Medium
Male,16,Urban,Primary,46720,5.5,Yes,5,0,2,9,12,5,Yes,Yes,No,Low
Male,19,Urban,None,33030,6.2,No,4,0,2,17,13,16,Yes,Yes,No,Low
Male,17,Urban,Higher,54001,14.2,No,4,3,3,2,18,11,Yes,No,No,High
Male,17,Urban,Secondary,36619,5.7,Yes,6,0,4,12,4,8,Yes,Yes,No,Low
Male,16,Rural,Higher,32025,0.5,Yes,1,0,3,12,10,15,No,No,Yes,Low
Male,16,Rural,Higher,25462,4.4,Yes,6,0,3,9,7,6,Yes,No,Yes,Low
Male,19,Urban,Secondary,20530,4.1,Yes,10,0,3,1,0,7,No,Yes,Yes,Low
Male,18,Rural,Secondary,36298,4.2,Yes,2,0,3,15,4,6,Yes,Yes,Yes,Low
Female,16,Urban,Primary,31511,7.9,Yes,6,0,2,3,20,20,No,Yes,Yes,
Male,15,Rural,Secondary,33912,8.4,No,4,2,2,18,17,4,Yes,No,No,High
Female,17,Rural,Higher,37211,4.7,No,4,0,3,4,12,6,Yes,Yes,Yes,Medium
Male,15,Urban,None,33849,0.8,No,6,0,1,6,4,17,Yes,Yes,No,Low
Female,17,Urban,Higher,60199,5.3,Yes,5,2,3,8,6,17,Yes,Yes,No,Medium
Male,17,Urban,Primary,22080,3.4,No,2,1,3,4,11,15,Yes,Yes,No,Low
Male,16,Urban,Higher,36484,5.6,Yes,5,2,2,7,1,6,No,Yes,Yes,Medium
Female,16,Rural,Higher,26584,4.6,Yes,3,0,4,1,12,20,Yes,Yes,No,Low
Female,15,Urban,Secondary,5000,8.6,Yes,2,2,2,19,13,1,No,No,Yes,High
Female,17,Urban,Secondary,27097,5.8,No,4,0,1,19,5,16,Yes,Yes,Yes,Low
Male,15,Urban,Secondary,15952,3.4,No,4,0,2,6,15,7,Yes,Yes,No,Low
Male,18,Urban,Higher,28997,0.8,Yes,2,0,4,3,9,1,Yes,No,Yes,Low
Female,15,Urban,Higher,29603,4.9,No,6,0,4,20,10,17,No,No,Yes,Low
Female,19,Urban,Secondary,35780,4.9,Yes,6,0,2,14,0,18,Yes,No,No,
Female,15,Rural,Secondary,22047,4.2,No,4,1,1,17,14,19,Yes,Yes,Yes,Low
Female,19,Urban,Secondary,23923,7.3,Yes,6,1,2,1,15,8,No,Yes,No,Low
Male,19,Urban,Higher,40510,0.9,Yes,2,3,2,13,9,11,Yes,Yes,No,Medium
Female,19,Rural,Secondary,17864,2.7,Yes,3,0,2,9,9,18,Yes,No,Yes,Low
Male,18,Urban,Higher,5000,5.2,Yes,1,1,3,4,2,7,Yes,No,No,Medium
Male,15,Rural,Secondary,32355,3.3,Yes,4,0,3,11,10,7,Yes,No,No,Low
Male,15,Rural,None,46062,3.9,Yes,5,0,3,9,10,9,Yes,Yes,Yes,Low
Female,18,Urban,Primary,40337,4.8,Yes,4,1,2,17,15,17,No,No,Yes,Low
Male,17,Urban,Secondary,32632,7.1,No,6,1,2,5,5,14,No,No,No,Low
Male,16,Urban,Primary,48759,4.7,No,4,0,3,11,8,10,Yes,Yes,No,Low
Female,15,Urban,Primary,46230,0.5,Yes,5,0,3,0,0,20,Yes,Yes,No,
Male,16,Urban,Secondary,25036,3.2,No,6,0,1,6,5,13,Yes,Yes,Yes,Low
Female,18,Urban,None,33712,6.5,Yes,3,1,2,11,17,14,Yes,Yes,Yes,Low
Male,17,Urban,Primary,34356,7.3,No,4,1,3,6,12,13,Yes,Yes,No,Low
Female,17,Urban,Secondary,28698,7.5,Yes,8,0,1,8,1,11,Yes,No,Yes,Low
Female,17,Rural,Higher,47013,8.3,Yes,4,0,3,19,18,3,Yes,No,No,Low
Male,18,Urban,Secondary,27717,5.4,Yes,7,0,2,14,1,2,Yes,No,No,Low
Male,19,Urban,Higher,22495,5.8,No,4,0,1,11,3,11,Yes,Yes,Yes,Low
Male,19,Urban,Secondary,5000,2.0,Yes,5,0,3,12,3,6,No,Yes,No,Low
Male,16,Rural,Primary,18025,0.5,No,2,0,1,3,9,6,Yes,No,Yes,Medium
Female,19,Urban,Secondary,10268,0.7,Yes,9,1,2,9,16,18,Yes,Yes,No,Low
Male,19,Rural,Secondary,29394,2.9,Yes,1,0,2,2,15,13,Yes,Yes,Yes,Low
Female,17,Urban,Primary,11194,0.9,Yes,5,0,3,4,20,0,Yes,No,Yes,Medium
Male,17,Rural,None,39130,4.1,No,4,1,3,3,7,6,Yes,Yes,No,Medium
Female,16,Urban,Secondary,46626,3.6,Yes,3,0,1,18,5,9,Yes,Yes,No,Low
Female,15,Urban,None,29532,7.8,No,7,1,3,14,1,17,Yes,Yes,Yes,Low
Female,16,Urban,Secondary,15239,2.1,Yes,4,0,1,6,14,12,Yes,No,Yes,Low
Male,16,Urban,Primary,34296,5.4,No,3,0,2,2,10,7,No,Yes,Yes,Low
Male,18,Urban,Secondary,58402,3.7,Yes,6,0,2,15,20,8,Yes,Yes,Yes,Low
Male,18,Urban,Secondary,53737,2.0,Yes,4,0,3,14,15,14,Yes,No,No,Low
Female,16,Rural,None,8908,2.8,Yes,3,1,2,17,3,7,Yes,Yes,Yes,Medium
Female,16,Rural,Primary,8352,0.5,Yes,6,0,1,2,10,0,Yes,Yes,No,Medium
Female,16,Urban,Secondary,5000,7.2,Yes,6,3,2,13,13,2,Yes,Yes,No,High
Male,19,Urban,Higher,12945,9.2,No,3,1,1,0,7,18,No,Yes,No,Low
Female,18,Urban,Higher,33773,4.2,Yes,6,0,3,6,5,8,Yes,Yes,No,Low
Female,16,Rural,Secondary,21649,5.1,Yes,6,3,1,1,20,18,Yes,No,Yes,Medium
Male,17,Urban,Secondary,17419,4.1,Yes,2,0,2,9,18,14,Yes,Yes,Yes,Low
Male,17,Rural,Primary,45586,2.5,Yes,8,0,2,15,3,13,Yes,No,No,Low
Female,19,Urban,Primary,37951,7.1,Yes,3,1,2,11,3,0,Yes,Yes,No,Medium
Female,19,Urban,Primary,5000,6.0,Yes,10,0,3,17,5,2,Yes,Yes,Yes,Medium
Female,15,Rural,Secondary,44725,0.5,No,4,3,2,5,10,1,Yes,Yes,No,High
Male,15,Rural,Primary,37590,1.9,Yes,4,3,1,16,0,0,Yes,Yes,No,High
Female,15,Urban,None,37923,0.5,No,3,2,3,7,1,17,Yes,Yes,No,Medium
Male,19,Urban,Secondary,21442,9.7,Yes,8,2,1,20,8,0,Yes,Yes,No,High
Male,19,Rural,Secondary,27190,4.5,Yes,7,0,3,8,15,8,Yes,Yes,No,Low
Male,19,Urban,Primary,5000,5.7,Yes,8,0,3,18,5,6,Yes,No,No,Low
Female,17,Rural,None,43004,3.9,No,3,0,2,1,8,12,Yes,Yes,Yes,Low
Female,19,Urban,Secondary,15016,8.3,Yes,6,1,2,6,18,16,Yes,Yes,No,Low
Female,17,Rural,Secondary,16940,7.6,No,6,0,1,10,4,12,Yes,No,Yes,Medium
Male,15,Rural,Secondary,16737,4.4,Yes,7,1,3,12,20,12,Yes,Yes,Yes,Medium
Female,15,Urban,Primary,57006,10.2,No,3,3,3,9,9,9,Yes,No,No,High
Male,15,Rural,Secondary,19969,5.6,Yes,8,0,2,14,6,5,Yes,No,No,Medium
Female,16,Urban,Higher,44133,0.6,Yes,8,0,2,20,1,4,Yes,No,No,Low
Male,16,Urban,Primary,29640,5.3,Yes,5,0,3,6,19,9,Yes,Yes,Yes,Low
Male,18,Urban,Higher,17563,6.6,Yes,11,1,2,5,3,13,Yes,No,Yes,Medium
Male,18,Urban,Primary,14843,4.6,Yes,2,1,1,11,7,10,Yes,No,Yes,Medium
Male,18,Rural,Primary,20567,3.8,Yes,3,0,2,2,2,4,Yes,No,Yes,Low
Female,16,Urban,Secondary,28883,10.3,No,4,1,3,15,1,3,No,No,No,Medium
Female,16,Urban,None,39026,1.4,Yes,4,0,2,19,8,2,Yes,Yes,Yes,Low
Male,18,Urban,Primary,22935,0.5,Yes,8,0,1,8,10,13,No,No,Yes,Low
Female,18,Urban,Secondary,22373,9.9,Yes,4,0,3,9,3,12,Yes,Yes,Yes,Low
Male,19,Urban,Secondary,16782,1.3,Yes,9,0,2,12,8,4,Yes,Yes,No,Medium
Female,18,Rural,Higher,12089,4.1,Yes,8,0,2,7,5,11,Yes,Yes,Yes,Low
Female,19,Rural,Secondary,10834,3.9,Yes,4,2,3,5,0,9,No,Yes,No,High
Female,17,Rural,Primary,44820,8.7,No,7,3,2,2,2,1,Yes,Yes,Yes,High
Male,16,Urban,Secondary,22067,9.3,Yes,2,0,3,11,6,6,Yes,No,Yes,Low
Female,18,Urban,Secondary,23395,1.1,Yes,6,2,2,8,8,6,Yes,No,No,Medium
Female,16,Urban,Higher,20000,9.1,Yes,7,0,2,8,7,3,Yes,No,Yes,Low
Male,16,Urban,Higher,25247,9.0,Yes,5,3,2,10,20,11,Yes,No,No,High
Male,16,Urban,Higher,35566,5.1,Yes,8,0,3,5,12,3,Yes,Yes,No,Low
Female,17,Urban,Secondary,22696,7.8,Yes,5,0,3,1,17,6,No,Yes,No,Low
Female,15,Urban,Secondary,32711,8.1,Yes,6,0,2,6,18,19,Yes,Yes,No,
Female,18,Rural,Primary,51273,4.2,Yes,3,1,1,8,8,12,Yes,Yes,No,Low
Female,15,Urban,Higher,17705,4.5,No,5,0,1,18,19,7,Yes,No,No,Medium
Female,15,Urban,Primary,23407,6.8,Yes,5,0,4,17,5,13,No,No,Yes,Low
Male,15,Urban,None,39615,0.5,Yes,3,0,4,11,20,2,Yes,Yes,Yes,Low
Male,16,Urban,Primary,52459,3.9,Yes,7,0,1,20,11,1,Yes,Yes,No,Low
Male,19,Rural,Secondary,11365,1.4,Yes,5,0,2,10,3,9,Yes,Yes,No,Low
Female,16,Urban,Secondary,5000,9.3,No,6,0,1,9,8,5,Yes,Yes,Yes,Medium
Male,16,Urban,Secondary,29990,3.9,Yes,3,0,4,2,9,6,No,Yes,Yes,Low
Female,15,Urban,Higher,28441,5.8,Yes,5,0,2,11,2,15,Yes,Yes,Yes,Low
Female,16,Urban,Higher,40502,4.3,No,4,0,2,3,16,5,Yes,Yes,No,Low
Female,15,Urban,Primary,38213,4.1,Yes,2,0,1,9,6,15,Yes,No,Yes,Low
Male,19,Rural,Primary,29490,5.6,No,5,0,2,1,7,11,Yes,Yes,No,Low
Female,18,Rural,Higher,45738,2.8,No,6,0,2,11,10,14,Yes,No,No,Low
Male,15,Rural,Higher,19784,4.4,Yes,3,0,2,10,12,2,Yes,No,No,Medium
Female,19,Urban,Secondary,33173,4.4,Yes,6,0,2,13,2,15,Yes,Yes,Yes,Low
Male,18,Rural,Secondary,11764,3.7,Yes,6,0,2,14,18,17,No,No,No,Low
Male,17,Urban,Primary,29368,6.2,Yes,4,0,1,13,13,14,Yes,Yes,No,Low
Female,15,Urban,Higher,8083,3.7,Yes,5,0,2,11,15,5,Yes,Yes,Yes,Low
Male,15,Rural,Secondary,13262,9.8,Yes,3,0,3,1,14,16,No,Yes,Yes,Low
Male,17,Urban,Secondary,55641,6.9,No,3,0,3,1,1,1,Yes,No,No,Medium
Female,17,Urban,None,5000,1.0,Yes,4,0,3,0,5,1,Yes,Yes,No,Medium
Female,15,Rural,Higher,26750,6.7,Yes,3,0,2,19,20,16,No,Yes,Yes,Low
Female,17,Urban,Secondary,42408,2.9,Yes,5,0,3,14,6,18,Yes,Yes,Yes,
Female,16,Urban,Primary,63320,5.4,No,7,0,2,9,8,4,Yes,Yes,Yes,Low
Female,18,Urban,Secondary,32656,2.8,Yes,5,0,1,19,8,3,Yes,No,No,Low
Male,18,Rural,Secondary,33513,0.5,Yes,6,2,2,0,16,17,Yes,No,No,Medium
Male,18,Rural,Secondary,30595,4.9,No,1,0,1,0,2,7,No,Yes,Yes,Low
Male,16,Rural,Secondary,45858,0.7,No,2,0,1,0,3,8,No,Yes,Yes,Low
Female,17,Urban,Secondary,36475,6.3,No,7,0,1,10,1,17,Yes,No,No,Low
Female,19,Urban,Higher,21373,5.5,No,10,0,2,11,0,10,No,No,No,Low
Male,17,Urban,None,46732,3.2,Yes,4,0,2,14,9,15,Yes,No,No,Low
Male,15,Urban,Primary,23067,10.5,Yes,6,0,3,13,2,15,Yes,Yes,No,Low
Female,18,Urban,Primary,6022,1.3,Yes,6,1,2,0,9,3,No,Yes,Yes,Medium
Male,17,Urban,Secondary,6070,3.1,Yes,6,1,3,0,8,20,No,No,No,Low
Female,19,Urban,Secondary,26983,1.6,Yes,8,0,1,5,16,8,Yes,Yes,Yes,Low
Female,15,Rural,Higher,31545,11.1,Yes,4,0,2,2,14,12,Yes,No,No,Low
Female,16,Urban,Secondary,44334,9.1,No,9,0,4,13,2,19,Yes,No,No,Low
Male,16,Urban,Secondary,39612,0.7,Yes,3,0,2,5,20,7,Yes,Yes,No,Low
Female,19,Urban,Higher,31197,2.5,Yes,7,0,3,7,2,10,Yes,No,No,Low
Female,15,Rural,Primary,45172,2.6,Yes,6,0,2,19,3,20,Yes,Yes,Yes,Low
Female,18,Rural,Higher,30191,3.3,No,6,0,2,14,3,8,Yes,No,Yes,Low
Female,17,Rural,Secondary,10642,1.9,Yes,4,0,1,16,16,17,No,No,Yes,Low
Female,15,Rural,Secondary,7373,3.2,Yes,5,0,3,8,5,19,Yes,No,No,Low
Female,16,Urban,Secondary,49180,8.0,Yes,3,0,1,15,10,2,Yes,No,No,Low
Male,19,Urban,Secondary,5000,10.8,Yes,6,1,2,0,11,17,No,Yes,No,Low
Female,19,Urban,Primary,26988,0.5,Yes,4,3,3,15,6,18,Yes,No,No,Medium
Female,17,Urban,Secondary,74726,1.9,No,3,2,2,18,12,8,Yes,No,Yes,Medium
Male,19,Urban,Secondary,36888,5.6,No,1,0,3,8,5,17,Yes,Yes,Yes,Low
Female,19,Urban,Higher,26871,0.5,No,2,0,1,16,2,15,Yes,Yes,Yes,Low
Female,15,Rural,Secondary,5000,5.7,Yes,4,0,3,5,20,13,Yes,Yes,No,Low
Female,18,Rural,Higher,54260,6.6,No,5,0,2,13,13,18,Yes,Yes,No,Low
Male,17,Rural,Secondary,48207,7.1,No,8,0,1,17,13,14,Yes,No,Yes,Low
Male,15,Rural,Secondary,40271,6.5,No,8,0,3,20,9,20,Yes,Yes,No,Low
Female,18,Rural,Secondary,29991,3.4,Yes,2,0,2,13,4,3,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,38580,4.5,No,2,0,2,6,1,11,Yes,Yes,Yes,Low
Male,15,Urban,Higher,27770,1.5,Yes,3,0,4,9,5,6,Yes,No,No,Low
Female,19,Rural,Secondary,15401,6.4,No,5,0,2,15,10,10,No,No,Yes,Medium
Female,18,Rural,Secondary,44345,9.8,Yes,6,0,3,6,17,6,No,Yes,No,Low
Female,17,Urban,None,29240,6.4,Yes,6,1,3,19,20,19,No,No,Yes,Low
Female,17,Rural,Secondary,37829,2.9,No,4,0,3,5,10,2,Yes,Yes,Yes,Medium
Male,18,Urban,Primary,28183,8.0,Yes,5,0,3,5,14,3,Yes,Yes,No,Low
Male,19,Urban,Secondary,36927,12.1,Yes,4,0,2,6,2,1,Yes,No,No,Low
Male,16,Rural,Primary,29782,5.7,No,5,1,3,16,1,19,No,Yes,No,Low
Female,15,Urban,Primary,28611,6.7,No,8,0,2,7,6,14,Yes,Yes,Yes,Low
Male,19,Urban,Primary,30449,7.0,Yes,5,0,3,1,4,19,Yes,Yes,Yes,
Male,18,Urban,Primary,74413,0.5,No,9,0,2,18,20,11,Yes,Yes,Yes,Low
Male,15,Rural,Primary,42036,3.8,Yes,4,2,3,20,12,20,Yes,Yes,Yes,Medium
Female,17,Urban,Higher,68790,3.5,Yes,8,0,3,6,7,16,Yes,Yes,No,Low
Female,16,Rural,Secondary,29878,7.5,Yes,2,0,2,11,8,17,No,No,Yes,Low
Male,17,Urban,Secondary,25364,7.2,Yes,3,0,2,19,7,7,Yes,Yes,Yes,Low
Male,18,Urban,Secondary,13887,4.6,Yes,2,3,3,2,9,7,Yes,Yes,No,High
Female,15,Rural,Primary,54048,3.3,Yes,2,0,2,3,1,4,Yes,Yes,No,Low
Male,18,Urban,Higher,16422,0.5,No,4,0,1,10,9,8,Yes,No,Yes,Low
Male,15,Rural,Primary,57143,5.0,Yes,4,0,2,11,10,19,Yes,No,Yes,Low
Male,19,Urban,Primary,14757,2.1,No,7,0,2,18,10,19,No,No,Yes,Low
Male,16,Rural,Secondary,43299,1.8,No,4,0,2,18,4,4,Yes,Yes,Yes,Medium
Male,19,Urban,Primary,6134,7.8,Yes,7,0,2,10,13,9,Yes,No,Yes,Low
Female,19,Urban,Secondary,23370,7.5,No,7,1,1,12,2,0,Yes,Yes,No,Medium
Male,18,Urban,Primary,30331,3.5,No,8,0,2,0,19,3,Yes,No,Yes,Medium
Female,16,Urban,Secondary,21037,0.5,Yes,5,0,2,5,1,15,Yes,Yes,Yes,Low
Male,15,Rural,Secondary,27460,2.5,Yes,5,0,2,15,17,17,No,No,Yes,Low
Female,15,Urban,Primary,27531,8.0,No,2,0,2,1,0,11,Yes,Yes,No,Low
Female,17,Urban,Secondary,42104,6.4,No,3,0,2,13,0,19,No,Yes,No,Low
Male,15,Urban,Primary,5000,3.6,No,2,0,2,17,16,14,No,No,No,Low
Female,18,Urban,Secondary,21556,5.2,Yes,4,0,4,16,5,17,Yes,No,Yes,Low
Male,19,Rural,None,48819,0.5,Yes,5,0,2,19,12,4,No,Yes,No,Low
Female,19,Urban,Secondary,38437,0.5,Yes,5,3,1,17,20,13,Yes,No,Yes,Medium
Male,19,Rural,Secondary,49069,10.9,Yes,3,1,2,18,20,6,Yes,Yes,Yes,Medium
Male,16,Rural,Primary,41381,6.5,Yes,5,0,3,14,0,10,Yes,No,No,Low
Male,15,Rural,Higher,13747,5.0,Yes,8,0,1,1,5,14,Yes,No,No,Low
Female,18,Urban,Higher,39913,3.8,Yes,6,2,4,3,7,20,No,Yes,No,Low
Female,16,Rural,Secondary,31502,0.5,No,6,0,2,0,12,10,Yes,Yes,No,Low
Female,17,Rural,Secondary,64020,8.0,Yes,3,0,2,7,1,6,Yes,Yes,Yes,Low
Male,18,Rural,Primary,42032,1.6,Yes,5,0,4,19,7,20,No,Yes,Yes,Low
Female,18,Urban,Secondary,37850,7.1,No,4,0,2,13,0,19,Yes,No,Yes,Low
Male,18,Rural,Primary,40041,5.4,No,4,2,4,10,12,19,Yes,No,Yes,Medium
Female,19,Rural,Primary,37032,4.8,Yes,1,2,4,13,0,3,Yes,No,No,High
Male,18,Rural,Higher,36627,1.1,Yes,8,0,4,15,9,0,Yes,Yes,No,Medium
Male,15,Urban,Secondary,26005,1.1,No,5,0,3,9,4,20,Yes,Yes,No,Low
Male,18,Urban,Secondary,38032,6.2,Yes,7,0,2,6,19,1,No,Yes,No,Low
Male,19,Rural,Primary,44227,5.2,No,7,0,2,15,12,3,Yes,No,No,Medium
